Time; DeltaTCP
1470316256,9602301120758057;2e-06
1470316256,9828419685363770;0,005947
1470316256,9934940338134766;0,010625
1470316257,0107979774475098;0,017304
1470316257,0627119541168213;0,005081
1470316257,0973250865936279;0,007458
1470316257,0986559391021729;0,001989
1470316257,0986580848693848;2e-06
1470316257,0986590385437012;1e-06
1470316257,1319370269775391;0,033253
1470316257,1559031009674072;0,023929
1470316257,1559059619903564;3e-06
1470316257,1825261116027832;0,012689
1470316257,2424290180206299;0,01399
1470316257,2424330711364746;4e-06
1470316257,2424349784851074;2e-06
1470316257,2424359321594238;1e-06
1470316257,2703809738159180;0,0279
1470316257,3169679641723633;0,006355
1470316257,3249559402465820;0,003272
1470316257,3515820503234863;0,026595
1470316257,3515861034393311;4e-06
1470316257,3529119491577148;0,001298
1470316257,3941800594329834;0,041268
1470316257,3941819667816162;2e-06
1470316257,4061629772186279;0,011954
1470316257,4061679840087891;5e-06
1470316257,4061698913574219;2e-06
1470316257,4061710834503174;1e-06
1470316257,4101519584655762;0,003949
1470316257,4101541042327881;2e-06
1470316257,4114859104156494;0,00131
1470316257,4114880561828613;2e-06
1470316257,4114890098571777;1e-06
1470316257,4114909172058105;2e-06
1470316257,4327840805053711;0,000651
1470316257,4421000480651855;0,009288
1470316257,4660639762878418;0,023941
1470316257,5206389427185059;0,005936
1470316257,5406088829040527;0,074545
1470316257,5419399738311768;0,001306
1470316257,6018440723419189;0,059904
1470316257,6018459796905518;2e-06
1470316257,6018478870391846;2e-06
1470316257,6258060932159424;0,023929
1470316257,6644101142883301;0,038604
1470316257,6644120216369629;2e-06
1470316257,6883690357208252;0,02393
1470316257,6923639774322510;0,007705
1470316257,7615909576416016;0,073222
1470316257,7615940570831299;3e-06
1470316257,7895491123199463;0,027916
1470316257,8414568901062012;0,004028
1470316257,8521049022674561;0,007245
1470316257,8534369468688965;0,001332
1470316257,8547658920288086;0,001329
1470316257,8667519092559814;0,011986
1470316257,8667540550231934;2e-06
1470316257,8667559623718262;2e-06
1470316257,8667581081390381;2e-06
1470316257,8680839538574219;0,001294
1470316257,8680870532989502;3e-06
1470316257,8680889606475830;2e-06
1470316257,8680911064147949;2e-06
1470316257,8680930137634277;2e-06
1470316257,8680949211120605;2e-06
1470316257,9213290214538574;0,053206
1470316257,9213318824768066;3e-06
1470316257,9333078861236572;0,011942
1470316258,0118489265441895;0,078541
1470316258,0118520259857178;3e-06
1470316258,0278220176696777;0,015942
1470316258,0477900505065918;0,206333
1470316258,0557789802551270;0,002796
1470316258,0557799339294434;1e-06
1470316258,0557808876037598;1e-06
1470316258,0757451057434082;0,019933
1470316258,1116909980773926;0,035946
1470316258,1116940975189209;3e-06
1470316258,1489639282226562;0,03724
1470316258,1502919197082520;0,001328
1470316258,1502940654754639;2e-06
1470316258,2048718929290771;0,051244
1470316258,2048749923706055;3e-06
1470316258,2048759460449219;0,01045
1470316258,2048768997192383;2e-06
1470316258,2048780918121338;1e-06
1470316258,2448070049285889;0,039873
1470316258,3100349903106689;0,065228
1470316258,3100380897521973;3e-06
1470316258,3113639354705811;0,0013
1470316258,3353419303894043;0,023978
1470316258,3353469371795654;5e-06
1470316258,3353478908538818;1e-06
1470316258,3353500366210938;2e-06
1470316258,3353519439697266;2e-06
1470316258,3353540897369385;2e-06
1470316258,3353579044342041;4e-06
1470316258,3353600502014160;2e-06
1470316258,3366599082946777;0,001098
1470316258,3366630077362061;3e-06
1470316258,3672790527343750;0,030579
1470316258,3925669193267822;0,011074
1470316258,4018878936767578;0,034609
1470316258,4018909931182861;3e-06
1470316258,4018929004669189;2e-06
1470316258,4338328838348389;0,0319
1470316258,4684469699859619;0,003227
1470316258,4684510231018066;4e-06
1470316258,4684519767761230;1e-06
1470316258,4697759151458740;0,001285
1470316258,4724340438842773;0,002634
1470316258,5070469379425049;0,034613
1470316258,5736050605773926;0,005181
1470316258,6135430335998535;0,106496
1470316258,6148738861083984;0,001299
1470316258,6188681125640869;0,003994
1470316258,6241900920867920;0,005298
1470316258,6880929470062256;0,017687
1470316258,6880950927734375;2e-06
1470316258,6880970001220703;2e-06
1470316258,6880989074707031;2e-06
1470316258,6907498836517334;0,002615
1470316258,7120509147644043;0,021301
1470316258,7120549678802490;4e-06
1470316258,7413489818572998;0,02927
1470316258,7413520812988281;3e-06
1470316258,7786090373992920;0,037204
1470316258,7786109447479248;0,006563
1470316258,7985920906066895;0,019983
1470316258,7985949516296387;3e-06
1470316258,7985980510711670;3e-06
1470316258,7985990047454834;1e-06
1470316258,7986009120941162;2e-06
1470316258,7986030578613281;2e-06
1470316258,7986040115356445;1e-06
1470316258,7986080646514893;4e-06
1470316258,7999110221862793;0,001046
1470316258,7999138832092285;3e-06
1470316258,8345179557800293;0,034572
1470316258,8877680301666260;0,005652
1470316258,8877689838409424;1e-06
1470316258,8944220542907715;0,006615
1470316258,9423480033874512;0,047926
1470316258,9423499107360840;2e-06
1470316258,9423520565032959;2e-06
1470316258,9716300964355469;0,029246
1470316258,9716339111328125;0,011574
1470316259,0022499561309814;0,03062
1470316259,0022521018981934;2e-06
1470316259,0275399684906006;0,02526
1470316259,0940990447998047;0,005119
1470316259,1074109077453613;0,013283
1470316259,1087429523468018;0,001332
1470316259,1087450981140137;2e-06
1470316259,1087470054626465;2e-06
1470316259,1380290985107422;0,029245
1470316259,1979351043701172;0,033744
1470316259,1979360580444336;1e-06
1470316259,2205638885498047;0,082535
1470316259,2205669879913330;3e-06
1470316259,2205700874328613;3e-06
1470316259,2378699779510498;0,017271
1470316259,2378730773925781;3e-06
1470316259,2698218822479248;0,031922
1470316259,2698259353637695;4e-06
1470316259,2698268890380859;1e-06
1470316259,2698290348052979;2e-06
1470316259,2698309421539307;2e-06
1470316259,2698330879211426;2e-06
1470316259,2698349952697754;2e-06
1470316259,2817969322204590;0,011851
1470316259,2818000316619873;3e-06
1470316259,2818009853363037;1e-06
1470316259,3004350662231445;0,00501
1470316259,3004360198974609;1e-06
1470316259,3004379272460938;2e-06
1470316259,3390450477600098;0,038571
1470316259,3776509761810303;0,009958
1470316259,4069330692291260;0,067888
1470316259,4069359302520752;3e-06
1470316259,4282279014587402;0,021252
1470316259,4748311042785645;0,046603
1470316259,4748349189758301;4e-06
1470316259,4748370647430420;2e-06
1470316259,5027730464935303;0,005236
1470316259,5134201049804688;0,010647
1470316259,5400490760803223;0,020815
1470316259,5400528907775879;4e-06
1470316259,5653359889984131;0,002797
1470316259,5946249961853027;0,029289
1470316259,5946259498596191;0,005592
1470316259,6558620929718018;0,02329
1470316259,6558640003204346;2e-06
1470316259,6585209369659424;0,002625
1470316259,6665060520172119;0,007985
1470316259,7317368984222412;0,001983
1470316259,7317419052124023;5e-06
1470316259,7330698966979980;0,001297
1470316259,7330720424652100;2e-06
1470316259,7357330322265625;0,002633
1470316259,7357349395751953;2e-06
1470316259,7357370853424072;2e-06
1470316259,7357389926910400;2e-06
1470316259,7370619773864746;0,00129
1470316259,7370650768280029;3e-06
1470316259,7956459522247314;0,020736
1470316259,7956469058990479;0,058582
1470316259,7956480979919434;1e-06
1470316259,8062849044799805;0,010565
1470316259,8062860965728760;0,010552
1470316259,8648700714111328;0,058584
1470316259,8648769855499268;7e-06
1470316259,8941431045532227;0,011277
1470316259,9380710124969482;0,043896
1470316259,9833309650421143;0,045226
1470316259,9833350181579590;4e-06
1470316260,0046288967132568;0,007327
1470316260,0126190185546875;0,029256
1470316260,0126209259033203;2e-06
1470316260,0126240253448486;3e-06
1470316260,0126268863677979;3e-06
1470316260,0272569656372070;0,004215
1470316260,0352470874786377;0,00799
1470316260,0352489948272705;2e-06
1470316260,0751829147338867;0,039911
1470316260,0751850605010986;2e-06
1470316260,1004729270935059;0,014036
1470316260,1404109001159668;0,039908
1470316260,1830089092254639;0,007246
1470316260,1830110549926758;2e-06
1470316260,1856729984283447;0,002631
1470316260,2096309661865234;0,008275
1470316260,2109680175781250;0,025295
1470316260,2109720706939697;4e-06
1470316260,2109730243682861;1e-06
1470316260,2109758853912354;3e-06
1470316260,2109780311584473;2e-06
1470316260,2109789848327637;1e-06
1470316260,2109820842742920;3e-06
1470316260,2109839916229248;2e-06
1470316260,2109858989715576;2e-06
1470316260,2122950553894043;0,001178
1470316260,2482380867004395;0,022006
1470316260,2722001075744629;0,023962
1470316260,2722029685974121;3e-06
1470316260,2722051143646240;2e-06
1470316260,2988190650939941;0,026582
1470316260,3387579917907715;0,039939
1470316260,3387620449066162;4e-06
1470316260,3667171001434326;0,027929
1470316260,3906829357147217;0,00344
1470316260,3986570835113525;0,017855
1470316260,4345979690551758;0,035898
1470316260,4359290599822998;0,001293
1470316260,5104789733886719;0,014839
1470316260,5597360134124756;0,049257
1470316260,5717139244079590;0,011943
1470316260,5717160701751709;2e-06
1470316260,5743770599365234;0,002634
1470316260,5743789672851562;2e-06
1470316260,5956730842590332;0,003671
1470316260,6236300468444824;0,037148
1470316260,6236319541931152;2e-06
1470316260,6302840709686279;0,006622
1470316260,6728849411010742;0,042601
1470316260,6728870868682861;2e-06
1470316260,6728880405426025;1e-06
1470316260,6728920936584473;4e-06
1470316260,6728940010070801;2e-06
1470316260,6742138862609863;0,001293
1470316260,6742160320281982;2e-06
1470316260,6742188930511475;3e-06
1470316260,6755459308624268;0,001305
1470316260,6755480766296387;2e-06
1470316260,7141509056091309;0,015285
1470316260,7208039760589600;0,006626
1470316260,7327859401702881;0,011982
1470316260,7820389270782471;0,003548
1470316260,7966830730438232;0,003285
1470316260,8259708881378174;0,029259
1470316260,8259730339050293;2e-06
1470316260,8273000717163086;0,001295
1470316260,8805489540100098;0,053249
1470316260,8805510997772217;2e-06
1470316260,8805530071258545;2e-06
1470316260,9124939441680908;0,00866
1470316260,9151589870452881;0,002637
1470316260,9417810440063477;0,026622
1470316260,9724171161651611;0,000437
1470316260,9724209308624268;4e-06
1470316260,9790639877319336;0,004996
1470316260,9790670871734619;3e-06
1470316260,9883821010589600;0,005574
1470316261,0030190944671631;0,002812
1470316261,0802299976348877;0,077211
1470316261,0802319049835205;2e-06
1470316261,0802340507507324;2e-06
1470316261,1081809997558594;0,027913
1470316261,1081869602203369;6e-06
1470316261,1414649486541748;0,027258
1470316261,1414680480957031;3e-06
1470316261,1414699554443359;2e-06
1470316261,1414709091186523;1e-06
1470316261,1414730548858643;2e-06
1470316261,1427929401397705;0,00128
1470316261,1427960395812988;3e-06
1470316261,1427969932556152;1e-06
1470316261,1427989006042480;2e-06
1470316261,1840569972991943;0,041229
1470316261,2013630867004395;0,017274
1470316261,2013649940490723;0,01459
1470316261,2745790481567383;0,020477
1470316261,3065280914306641;0,031917
1470316261,3304879665374756;0,011314
1470316261,3437991142272949;0,013281
1470316261,3464620113372803;0,002663
1470316261,3464651107788086;3e-06
1470316261,3837349414825439;0,037245
1470316261,3943829536437988;0,003529
1470316261,4250020980834961;0,041267
1470316261,4250049591064453;3e-06
1470316261,4316549301147461;0,006623
1470316261,4436368942260742;0,006189
1470316261,4662671089172363;0,02263
1470316261,5101990699768066;0,043932
1470316261,5102009773254395;2e-06
1470316261,5341560840606689;0,008371
1470316261,5834240913391113;0,04924
1470316261,5994000434875488;0,015976
1470316261,5994029045104980;3e-06
1470316261,5994050502777100;2e-06
1470316261,5994100570678711;5e-06
1470316261,5994119644165039;2e-06
1470316261,5994141101837158;2e-06
1470316261,5994150638580322;1e-06
1470316261,5994169712066650;2e-06
1470316261,5994191169738770;2e-06
1470316261,6153600215911865;0,004046
1470316261,6379930973052979;0,009878
1470316261,6379950046539307;2e-06
1470316261,6406509876251221;0,002621
1470316261,6806030273437500;0,039952
1470316261,7378311157226562;0,003272
1470316261,7378330230712891;2e-06
1470316261,7484788894653320;0,010611
1470316261,7711079120635986;0,022629
1470316261,8243570327758789;0,008695
1470316261,8270189762115479;0,003281
1470316261,8536460399627686;0,026596
1470316261,8536489009857178;3e-06
1470316261,8536510467529297;2e-06
1470316261,8736100196838379;0,019927
1470316261,8962390422821045;0,003823
1470316261,9188709259033203;0,022632
1470316261,9188740253448486;3e-06
1470316261,9548110961914062;0,013963
1470316262,0093960762023926;0,054585
1470316262,0093979835510254;2e-06
1470316262,0093989372253418;0,006131
1470316262,0267019271850586;0,017253
1470316262,0599770545959473;0,003098
1470316262,0732929706573486;0,013316
1470316262,0732951164245605;2e-06
1470316262,0732960700988770;1e-06
1470316262,0732989311218262;3e-06
1470316262,0746300220489502;0,001301
1470316262,0746328830718994;3e-06
1470316262,0746350288391113;2e-06
1470316262,0746359825134277;1e-06
1470316262,0746378898620605;2e-06
1470316262,0746400356292725;2e-06
1470316262,1185491085052490;0,023522
1470316262,1491680145263672;0,000656
1470316262,1491699218750000;2e-06
1470316262,1491720676422119;2e-06
1470316262,1744589805603027;0,025259
1470316262,1970860958099365;0,007358
1470316262,2090690135955811;0,03461
1470316262,2090709209442139;2e-06
1470316262,2410171031951904;0,015244
1470316262,2649779319763184;0,023929
1470316262,3075759410858154;0,042568
1470316262,3075780868530273;2e-06
1470316262,3355329036712646;0,027923
1470316262,3954360485076904;0,028103
1470316262,3954370021820068;1e-06
1470316262,3954379558563232;0,018234
1470316262,3980939388275146;0,002614
1470316262,4140710830688477;0,018634
1470316262,4140739440917969;3e-06
1470316262,4140748977661133;1e-06
1470316262,4420258998870850;0,011312
1470316262,4420280456542969;2e-06
1470316262,4486811161041260;0,006624
1470316262,4832940101623535;0,034613
1470316262,4832959175109863;2e-06
1470316262,4952731132507324;0,011951
1470316262,5338869094848633;0,024684
1470316262,5338900089263916;3e-06
1470316262,5338931083679199;3e-06
1470316262,5338950157165527;2e-06
1470316262,5338969230651855;2e-06
1470316262,5338981151580811;1e-06
1470316262,5339019298553467;4e-06
1470316262,5339040756225586;2e-06
1470316262,5339059829711914;2e-06
1470316262,5339078903198242;2e-06
1470316262,5778028964996338;0,017952
1470316262,5844600200653076;0,003164
1470316262,6150870323181152;0,037257
1470316262,6563439369201660;0,017922
1470316262,7175879478454590;0,061206
1470316262,7175910472869873;3e-06
1470316262,7189149856567383;0,001274
1470316262,7215740680694580;0,000707
1470316262,7255680561065674;0,003994
1470316262,7575170993804932;0,031949
1470316262,7575190067291260;2e-06
1470316262,7987821102142334;0,033958
1470316262,7987840175628662;0,013384
1470316262,8254039287567139;0,003839
1470316262,8613500595092773;0,035946
1470316262,8613519668579102;2e-06
1470316262,8746600151062012;0,013282
1470316262,9252429008483887;0,002024
1470316262,9505369663238525;0,025294
1470316262,9518690109252930;0,001306
1470316262,9518709182739258;2e-06
1470316262,9638481140136719;0,008513
1470316262,9758288860321045;0,023933
1470316262,9758319854736328;3e-06
1470316263,0064558982849121;0,0306
1470316263,0064589977264404;3e-06
1470316263,0064609050750732;2e-06
1470316263,0064649581909180;4e-06
1470316263,0064671039581299;2e-06
1470316263,0064680576324463;1e-06
1470316263,0064709186553955;3e-06
1470316263,0064730644226074;2e-06
1470316263,0064749717712402;2e-06
